country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
Isle of Man,IMN,2/7/2021,11247,9063,2184,395,524,13,10,2,6162,Pfizer/BioNTech,Isle of Man Government
Israel,ISR,12/19/2020,57,57,0,0,0,0,0,0,0,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/20/2020,7372,7372,0,7315,7315,0,0,0,845,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/21/2020,32132,32132,0,24760,16038,0,0,0,1853,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/22/2020,76489,76489,0,44357,25477,0,0,0,2943,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/23/2020,138690,138690,0,62201,34658,1,1,0,4004,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/24/2020,211350,211350,0,72660,42259,2,2,0,4882,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/25/2020,249348,249348,0,37998,41548,2,2,0,4800,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/26/2020,281382,281382,0,32034,40189,3,3,0,4643,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/27/2020,384749,384749,0,103367,53911,4,4,0,6228,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/28/2020,517767,517767,0,133018,69376,5,5,0,8015,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/29/2020,671742,671742,0,153975,85036,7,7,0,9824,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/30/2020,822223,822223,0,150481,97648,9,9,0,11282,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,12/31/2020,978969,978969,0,156746,109660,11,11,0,12669,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/1/2021,1049550,1049550,0,70581,114315,12,12,0,13207,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/2/2021,1120504,1120504,0,70954,119875,12,12,0,13850,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/3/2021,1267673,1267673,0,147169,126132,14,14,0,14572,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/4/2021,1407441,1407439,2,139768,127096,16,16,0,14684,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/5/2021,1530450,1530448,2,123009,122673,17,17,0,14173,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/6/2021,1631232,1631230,2,100782,115573,18,18,0,13352,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/7/2021,1744989,1744983,6,113757,109431,20,20,0,12643,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/8/2021,1810335,1810324,11,65346,108684,20,20,0,12557,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/9/2021,1854295,1854258,37,43960,104827,21,21,0,12111,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/10/2021,1897155,1891156,5999,42860,89926,21,21,0,10389,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/11/2021,1936514,1911449,25065,39359,75582,22,22,0,8732,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/12/2021,1995324,1934927,60397,58810,66411,23,22,0,7673,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/13/2021,2102332,1985848,116484,107008,67300,24,22,1,7775,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/14/2021,2225416,2040989,184427,123084,68632,25,23,2,7929,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/15/2021,2290964,2071153,219811,65548,68661,26,23,2,7933,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/16/2021,2345610,2100291,245319,54646,70188,27,24,2,8109,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/17/2021,2496408,2167991,328417,150798,85608,28,25,3,9891,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/18/2021,2683449,2237212,446237,187041,106705,31,25,5,12328,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/19/2021,2890849,2309812,581037,207400,127932,33,26,6,14780,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/20/2021,3108676,2387340,721336,217827,143763,35,27,8,16609,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/21/2021,3340042,2458494,881548,231366,159232,38,28,10,18397,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/22/2021,3448021,2497160,950861,107979,165294,39,28,10,19097,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/23/2021,3540850,2537688,1003162,92829,170749,40,29,11,19727,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/24/2021,3748418,2608556,1139862,207568,178859,43,30,13,20664,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/25/2021,3966005,2696670,1269335,217587,183222,45,31,14,21168,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/26/2021,4167899,2777566,1390333,201894,182436,48,32,16,21077,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/27/2021,4368783,2858221,1510562,200884,180015,50,33,17,20798,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/28/2021,4577354,2940380,1636974,208571,176759,52,33,18,20421,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/29/2021,4678039,2978150,1699889,100685,175717,54,34,19,20301,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/30/2021,4754703,3013090,1741613,76664,173408,54,34,20,20034,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,1/31/2021,4886655,3087428,1799227,131952,162605,56,35,20,18786,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,2/1/2021,5003511,3170402,1833109,116856,148215,57,36,21,17124,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,2/2/2021,5103657,3240556,1863101,100146,133680,58,37,21,15444,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,2/3/2021,5211303,3299832,1911471,107646,120360,60,38,22,13906,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,2/4/2021,5339074,3371879,1967195,127771,108817,61,38,22,12572,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,2/5/2021,5401163,3406047,1995116,62089,103303,62,39,23,11935,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,2/6/2021,5443401,3427108,2016293,42238,98385,62,39,23,11367,"Moderna, Pfizer/BioNTech",Government of Israel
Israel,ISR,2/7/2021,5562007,3480453,2081554,118606,96479,64,40,24,11147,"Moderna, Pfizer/BioNTech",Government of Israel
Italy,ITA,12/27/2020,7011,7011,0,0,0,0,0,0,0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,12/28/2020,7981,7981,0,970,970,0,0,0,16,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,12/29/2020,8902,8902,0,921,946,0,0,0,16,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,12/30/2020,13514,13514,0,4612,2168,0,0,0,36,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,12/31/2020,38719,38719,0,25205,7927,0,0,0,131,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/1/2021,49745,49745,0,11026,8547,0,0,0,141,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/2/2021,88171,88171,0,38426,13527,0,0,0,224,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/3/2021,123211,123211,0,35040,16600,0,0,0,275,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/4/2021,191417,191417,0,68206,26205,0,0,0,433,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/5/2021,270748,270748,0,79331,37407,0,0,0,619,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/6/2021,335764,335764,0,65016,46036,0,0,0,761,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/7/2021,427359,427359,0,91595,55520,0,0,0,918,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/8/2021,522451,522451,0,95092,67529,0,0,0,1117,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/9/2021,609181,609181,0,86730,74430,1,1,0,1231,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/10/2021,669398,669398,0,60217,78027,1,1,0,1291,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/11/2021,749847,749847,0,80449,79776,1,1,0,1319,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/12/2021,830703,830703,0,80856,79994,1,1,0,1323,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/13/2021,923462,923462,0,92759,83957,1,1,0,1389,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/14/2021,1015319,1015319,0,91857,83994,1,1,0,1389,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/15/2021,1103007,1103007,0,87688,82937,1,1,0,1372,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/16/2021,1166663,1166663,0,63656,79640,1,1,0,1317,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/17/2021,1202575,1199778,2797,35912,76168,1,1,0,1260,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/18/2021,1244187,1236990,7197,41612,70620,2,2,0,1168,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/19/2021,1275975,1266996,8979,31788,63610,2,2,0,1052,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/20/2021,1305260,1291801,13459,29285,54543,2,2,0,902,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/21/2021,1339591,1306724,32867,34331,46325,2,2,0,766,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/22/2021,1365196,1318452,46744,25605,37456,2,2,0,619,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/23/2021,1403426,1324045,79381,38230,33823,2,2,0,559,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/24/2021,1436963,1327034,109929,33537,33484,2,2,0,554,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/25/2021,1505052,1331510,173542,68089,37266,2,2,0,616,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/26/2021,1584274,1335628,248646,79222,44043,2,2,0,728,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/27/2021,1654139,1341483,312656,69865,49840,2,2,0,824,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/28/2021,1746497,1345795,400702,92358,58129,2,2,0,961,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/29/2021,1842454,1350188,492266,95957,68180,3,2,0,1128,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/30/2021,1930919,1353980,576939,88465,75356,3,2,0,1246,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,1/31/2021,1989789,1356430,633359,58870,78975,3,2,1,1306,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,2/1/2021,2073004,1360741,712263,83215,81136,3,2,1,1342,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,2/2/2021,2158227,1366728,791499,85223,81993,3,2,1,1356,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,2/3/2021,2254321,1375462,878859,96094,85740,3,2,1,1418,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,2/4/2021,2354838,1387677,967161,100517,86906,3,2,1,1437,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,2/5/2021,2449614,1403526,1046088,94776,86737,4,2,1,1435,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,2/6/2021,2519320,1416653,1102667,69706,84057,4,2,1,1390,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Italy,ITA,2/7/2021,2555524,1425179,1130345,36204,80819,4,2,1,1337,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency
Jersey,JEY,1/24/2021,11385,8334,3051,0,0,11,8,3,0,Pfizer/BioNTech,Government of Jersey
Jersey,JEY,1/25/2021,0,0,0,0,493,0,0,0,4878,Pfizer/BioNTech,Government of Jersey
Jersey,JEY,1/26/2021,0,0,0,0,493,0,0,0,4878,Pfizer/BioNTech,Government of Jersey
Jersey,JEY,1/27/2021,0,0,0,0,493,0,0,0,4878,Pfizer/BioNTech,Government of Jersey
Jersey,JEY,1/28/2021,0,0,0,0,493,0,0,0,4878,Pfizer/BioNTech,Government of Jersey
Jersey,JEY,1/29/2021,0,0,0,0,493,0,0,0,4878,Pfizer/BioNTech,Government of Jersey
Jersey,JEY,1/30/2021,0,0,0,0,493,0,0,0,4878,Pfizer/BioNTech,Government of Jersey
Jersey,JEY,1/31/2021,14838,11707,3131,0,493,14,11,3,4878,Pfizer/BioNTech,Government of Jersey
Kuwait,KWT,12/28/2020,2500,0,0,0,0,0,0,0,0,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,12/29/2020,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,12/30/2020,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,12/31/2020,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/1/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/2/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/3/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/4/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/5/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/6/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/7/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/8/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/9/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/10/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/11/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/12/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/13/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/14/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/15/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/16/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/17/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/18/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/19/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/20/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/21/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/22/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/23/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/24/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/25/2021,0,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Kuwait,KWT,1/26/2021,35000,0,0,0,1121,0,0,0,262,Pfizer/BioNTech,Ministry of Health
Latvia,LVA,12/28/2020,0,595,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,12/29/2020,0,1473,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,12/30/2020,0,2261,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/4/2021,0,2960,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/5/2021,0,3849,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/6/2021,0,4625,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/7/2021,0,5434,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/8/2021,0,6339,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/9/2021,0,6644,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/10/2021,0,6980,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/11/2021,0,8346,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/12/2021,0,9973,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/13/2021,0,11480,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/14/2021,0,13300,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/15/2021,0,15168,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/16/2021,0,15835,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/17/2021,0,15952,0,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/18/2021,16795,16224,571,0,0,0,0,0,0,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/19/2021,17671,16296,1375,876,125,0,0,0,66,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/20/2021,18441,16315,2126,770,235,0,0,0,125,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/21/2021,18720,16581,2139,279,275,0,0,0,146,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/22/2021,18933,16777,2156,213,305,1,0,0,162,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/23/2021,0,16902,0,0,343,0,0,0,182,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/24/2021,0,0,0,0,381,0,0,0,202,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/25/2021,19725,16921,2804,0,419,1,0,0,222,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/26/2021,20573,16951,3622,848,415,1,0,0,220,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/27/2021,21391,17032,4359,818,421,1,0,0,223,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/28/2021,22170,17062,5108,779,493,1,0,0,261,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/29/2021,23132,17116,6016,962,600,1,0,0,318,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/30/2021,23440,17120,6320,308,606,1,0,0,321,Pfizer/BioNTech,National Health Service
Latvia,LVA,1/31/2021,0,0,6654,0,677,0,0,0,359,Pfizer/BioNTech,National Health Service
Latvia,LVA,2/1/2021,24960,17134,7826,0,748,1,0,0,397,Pfizer/BioNTech,National Health Service
Latvia,LVA,2/2/2021,26768,17269,9499,1808,885,1,0,0,469,Pfizer/BioNTech,National Health Service
Latvia,LVA,2/3/2021,28385,17509,10876,1617,999,1,0,0,530,Pfizer/BioNTech,National Health Service
Latvia,LVA,2/4/2021,29888,17650,12238,1503,1103,1,0,0,585,Pfizer/BioNTech,National Health Service
Latvia,LVA,2/5/2021,31375,17786,13589,1487,1178,1,0,0,625,Pfizer/BioNTech,National Health Service
Latvia,LVA,2/6/2021,31866,17792,14074,491,1204,1,0,0,638,Pfizer/BioNTech,National Health Service
Latvia,LVA,2/7/2021,31989,17794,14195,123,1113,1,0,0,590,Pfizer/BioNTech,National Health Service
Liechtenstein,LIE,2/3/2021,833,0,0,0,0,2,0,0,0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health
Lithuania,LTU,12/27/2020,2418,2418,0,0,0,0,0,0,0,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,12/28/2020,5203,5203,0,2785,2785,0,0,0,1023,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,12/29/2020,8189,8189,0,2986,2886,0,0,0,1060,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,12/30/2020,9722,9722,0,1533,2435,0,0,0,894,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,12/31/2020,9747,9747,0,25,1832,0,0,0,673,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/1/2021,0,0,0,0,1491,0,0,0,548,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/2/2021,0,0,0,0,1263,0,0,0,464,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/3/2021,0,0,0,0,1100,0,0,0,404,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/4/2021,0,0,0,0,720,0,0,0,264,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/5/2021,10369,10369,0,0,311,0,0,0,114,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/6/2021,13866,13866,0,3497,592,0,0,0,217,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/7/2021,18020,18020,0,4154,1182,0,0,0,434,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/8/2021,23190,23190,0,5170,1903,0,0,0,699,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/9/2021,23494,23494,0,304,1928,0,0,0,708,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/10/2021,23497,23497,0,3,1911,0,0,0,702,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/11/2021,25704,25704,0,2207,2208,0,0,0,811,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/12/2021,27789,27789,0,2085,2489,1,1,0,914,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/13/2021,33935,33935,0,6146,2867,1,1,0,1053,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/14/2021,42557,42557,0,8622,3505,1,1,0,1288,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/15/2021,49812,49812,0,7255,3803,1,1,0,1397,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/16/2021,50901,50901,0,1089,3915,1,1,0,1438,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/17/2021,52031,50943,1088,1130,4076,1,1,0,1497,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/18/2021,56526,53767,2759,4495,4403,2,1,0,1617,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/19/2021,62794,56128,6666,6268,5001,2,2,0,1837,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/20/2021,66264,57766,8498,3470,4618,2,2,0,1696,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/21/2021,67763,58630,9133,1499,3601,2,2,0,1323,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/22/2021,68119,58916,9203,356,2615,2,2,0,961,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/23/2021,68127,58924,9203,8,2461,2,2,0,904,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/24/2021,0,0,0,0,2302,0,0,0,846,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/25/2021,68164,58961,9203,0,1663,2,2,0,611,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/26/2021,71257,61428,9829,3093,1209,2,2,0,444,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/27/2021,78142,65260,12882,6885,1697,2,2,0,623,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/28/2021,85184,68636,16548,7042,2489,3,2,0,914,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/29/2021,93193,71596,21597,8009,3582,3,2,0,1316,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/30/2021,93818,71789,22029,625,3670,3,2,0,1348,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,1/31/2021,93826,71797,22029,8,3669,3,2,0,1348,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,2/1/2021,96700,72848,23852,2874,4077,3,2,0,1498,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,2/2/2021,100533,74479,26054,3833,4182,3,2,0,1536,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,2/3/2021,107059,76095,30964,6526,4131,3,2,1,1517,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,2/4/2021,116573,77606,38967,9514,4484,4,2,1,1647,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,2/5/2021,123280,78524,44756,6707,4298,4,2,1,1579,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,2/6/2021,124024,78619,45405,744,4315,4,2,1,1585,"Moderna, Pfizer/BioNTech",Ministry of Health
Lithuania,LTU,2/7/2021,124121,78622,45499,97,4328,4,2,1,1590,"Moderna, Pfizer/BioNTech",Ministry of Health
